transaction_id,account_id,date,merchant,category,amount,is_anomaly
TXN005480,ACC0031,2023-06-10,Myki,Transport,116.82,0
TXN005481,ACC0018,2023-09-01,Chemist Warehouse,Healthcare,241.32,0
TXN005482,ACC0045,2023-06-01,Menulog,Dining,242.72,0
TXN005483,ACC0044,2023-09-30,JB Hi-Fi,Shopping,341.05,0
TXN005484,ACC0006,2023-11-24,Kmart,Shopping,448.22,0
TXN005485,ACC0005,2023-05-29,Netflix,Entertainment,198.25,0
TXN005486,ACC0027,2023-05-05,Target,Shopping,290.41,0
TXN005487,ACC0009,2023-07-18,Amazon AU,Shopping,498.91,1
TXN005488,ACC0045,2023-04-03,Amazon AU,Shopping,127.86,0
TXN005489,ACC0001,2023-01-02,Amazon AU,Shopping,184.83,0
TXN005490,ACC0020,2023-02-07,BP,Transport,371.23,0
TXN005491,ACC0036,2023-07-11,Coles,Groceries,245.65,0
TXN005492,ACC0034,2023-04-21,Netflix,Entertainment,453.89,1
TXN005493,ACC0004,2023-06-19,Netflix,Entertainment,464.42,1
TXN005494,ACC0016,2023-01-22,Spotify,Entertainment,201.13,0
TXN005495,ACC0047,2023-07-09,Netflix,Entertainment,26.79,0
TXN005496,ACC0018,2023-11-28,AGL Energy,Utilities,318.48,0
TXN005497,ACC0008,2023-11-16,JB Hi-Fi,Shopping,274.78,0
TXN005498,ACC0008,2023-10-28,Coles,Groceries,26.68,0
TXN005499,ACC0010,2023-05-02,Myki,Transport,321.35,0
TXN005500,ACC0022,2023-01-12,Uber Eats,Dining,306.11,0
TXN005501,ACC0037,2023-08-24,Uber,Transport,379.7,0
TXN005502,ACC0037,2023-04-29,Event Cinemas,Entertainment,429.45,0
TXN005503,ACC0040,2023-07-20,Chemist Warehouse,Healthcare,25.62,0
TXN005504,ACC0030,2023-08-09,Medibank,Healthcare,26.28,0
TXN005505,ACC0017,2023-06-01,Nandos,Dining,332.49,0
TXN005506,ACC0009,2023-11-19,Target,Shopping,297.32,0
TXN005507,ACC0039,2023-05-27,Aldi,Groceries,374.85,0
TXN005508,ACC0006,2023-06-18,Menulog,Dining,116.44,0
TXN005509,ACC0046,2023-11-19,Woolworths,Groceries,282.72,0
TXN005510,ACC0034,2023-06-28,Optus,Utilities,316.48,0
TXN005511,ACC0026,2023-05-25,Shell,Transport,382.23,0
TXN005512,ACC0044,2023-03-27,Spotify,Entertainment,300.57,0
TXN005513,ACC0032,2023-03-05,Uber Eats,Dining,249.2,0
TXN005514,ACC0001,2023-12-25,Aldi,Groceries,206.66,0
TXN005515,ACC0009,2023-02-22,BP,Transport,406.38,0
TXN005516,ACC0019,2023-01-16,Nandos,Dining,226.58,0
TXN005517,ACC0026,2023-08-04,Spotify,Entertainment,451.39,1
TXN005518,ACC0005,2023-04-11,Coles,Groceries,179.89,0
TXN005519,ACC0013,2023-01-14,Menulog,Dining,40.15,0
TXN005520,ACC0044,2023-02-04,Chemist Warehouse,Healthcare,223.4,0
TXN005521,ACC0007,2023-02-16,Medibank,Healthcare,214.46,0
TXN005522,ACC0029,2023-01-28,Nandos,Dining,176.7,0
TXN005523,ACC0017,2023-07-11,AGL Energy,Utilities,68.83,0
TXN005524,ACC0021,2023-04-18,McDonalds,Dining,126.42,0
TXN005525,ACC0046,2023-10-18,Nandos,Dining,136.35,0
TXN005526,ACC0044,2023-07-07,Event Cinemas,Entertainment,110.83,0
TXN005527,ACC0030,2023-12-22,Target,Shopping,469.79,1
TXN005528,ACC0008,2023-06-13,AGL Energy,Utilities,362.73,0
TXN005529,ACC0041,2023-11-26,AGL Energy,Utilities,466.54,1
TXN005530,ACC0020,2023-08-11,Optus,Utilities,482.39,1
TXN005531,ACC0022,2023-10-25,Amazon AU,Shopping,111.33,0
TXN005532,ACC0021,2023-10-11,Netflix,Entertainment,121.35,0
TXN005533,ACC0043,2023-09-11,Medibank,Healthcare,135.6,0
TXN005534,ACC0001,2023-07-22,Optus,Utilities,275.73,0
TXN005535,ACC0016,2023-01-26,Nandos,Dining,387.14,0
TXN005536,ACC0047,2023-09-02,Medibank,Healthcare,424.54,0
TXN005537,ACC0042,2023-05-06,Aldi,Groceries,428.49,0
TXN005538,ACC0024,2023-03-25,Coles,Groceries,17.64,0
TXN005539,ACC0010,2023-05-04,Steam,Entertainment,112.42,0
TXN005540,ACC0014,2023-11-06,Medibank,Healthcare,350.81,0
TXN005541,ACC0026,2023-04-18,Kmart,Shopping,284.93,0
TXN005542,ACC0036,2023-01-21,Menulog,Dining,97.09,0
TXN005543,ACC0026,2023-05-03,Shell,Transport,382.73,0
TXN005544,ACC0038,2023-07-12,Amazon AU,Shopping,310.57,0
TXN005545,ACC0031,2023-05-13,Chemist Warehouse,Healthcare,86.84,0
TXN005546,ACC0022,2023-04-25,Uber,Transport,361.86,0
TXN005547,ACC0044,2023-01-24,Chemist Warehouse,Healthcare,72.65,0
TXN005548,ACC0045,2023-10-22,Myki,Transport,51.49,0
TXN005549,ACC0015,2023-08-05,Woolworths,Groceries,310.34,0
TXN005550,ACC0009,2023-09-22,Kmart,Shopping,143.06,0
TXN005551,ACC0039,2023-09-11,Shell,Transport,331.62,0
TXN005552,ACC0044,2023-11-08,Origin Energy,Utilities,9.5,0
TXN005553,ACC0022,2023-06-14,Event Cinemas,Entertainment,431.7,0
TXN005554,ACC0025,2023-12-20,Target,Shopping,174.34,0
TXN005555,ACC0045,2023-06-15,IGA,Groceries,221.03,0
TXN005556,ACC0015,2023-04-14,AGL Energy,Utilities,277.8,0
TXN005557,ACC0026,2023-01-02,Woolworths,Groceries,359.73,0
TXN005558,ACC0010,2023-05-06,Target,Shopping,110.65,0
TXN005559,ACC0010,2023-11-17,BP,Transport,363.73,0
TXN005560,ACC0014,2023-08-19,BP,Transport,236.38,0
TXN005561,ACC0033,2023-08-01,Myki,Transport,443.92,0
TXN005562,ACC0020,2023-07-23,Chemist Warehouse,Healthcare,203.9,0
TXN005563,ACC0029,2023-01-15,Priceline,Healthcare,463.13,1
TXN005564,ACC0016,2023-10-13,Coles,Groceries,183.95,0
TXN005565,ACC0011,2023-06-21,Netflix,Entertainment,309.11,0
TXN005566,ACC0006,2023-03-11,Telstra,Utilities,316.94,0
TXN005567,ACC0046,2023-11-24,Chemist Warehouse,Healthcare,239.09,0
TXN005568,ACC0018,2023-03-09,McDonalds,Dining,449.41,0
TXN005569,ACC0024,2023-08-31,IGA,Groceries,391.84,0
TXN005570,ACC0009,2023-08-08,Origin Energy,Utilities,229.45,0
TXN005571,ACC0001,2023-08-09,McDonalds,Dining,416.05,0
TXN005572,ACC0013,2023-05-06,JB Hi-Fi,Shopping,354.76,0
TXN005573,ACC0026,2023-11-21,Target,Shopping,424.24,0
TXN005574,ACC0019,2023-07-30,Target,Shopping,365.82,0
TXN005575,ACC0032,2023-05-17,Optus,Utilities,160.96,0
TXN005576,ACC0014,2023-04-17,Medibank,Healthcare,56.72,0
TXN005577,ACC0046,2023-10-22,Optus,Utilities,420.13,0
TXN005578,ACC0046,2023-05-12,McDonalds,Dining,301.38,0
TXN005579,ACC0040,2023-01-18,Optus,Utilities,296.69,0
TXN005580,ACC0039,2023-01-08,Menulog,Dining,434.05,0
TXN005581,ACC0027,2023-04-17,Medibank,Healthcare,75.75,0
TXN005582,ACC0009,2023-06-01,Amazon AU,Shopping,112.16,0
TXN005583,ACC0025,2023-10-30,Chemist Warehouse,Healthcare,132.34,0
TXN005584,ACC0036,2023-02-21,Coles,Groceries,82.69,0
TXN005585,ACC0007,2023-12-05,AGL Energy,Utilities,434.18,0
TXN005586,ACC0015,2023-10-15,Menulog,Dining,466.73,1
TXN005587,ACC0012,2023-01-03,McDonalds,Dining,351.4,0
TXN005588,ACC0011,2023-08-12,Priceline,Healthcare,371.95,0
TXN005589,ACC0046,2023-10-30,Uber,Transport,486.22,1
TXN005590,ACC0041,2023-06-03,Nandos,Dining,90.45,0
TXN005591,ACC0048,2023-07-23,Shell,Transport,358.99,0
TXN005592,ACC0050,2023-02-02,Optus,Utilities,424.39,0
TXN005593,ACC0034,2023-03-07,Origin Energy,Utilities,106.49,0
TXN005594,ACC0022,2023-11-29,Medibank,Healthcare,244.12,0
TXN005595,ACC0034,2023-05-29,Medibank,Healthcare,38.36,0
TXN005596,ACC0047,2023-12-24,IGA,Groceries,43.13,0
TXN005597,ACC0026,2023-10-22,Shell,Transport,323.0,0
TXN005598,ACC0018,2023-10-22,Nandos,Dining,301.73,0
TXN005599,ACC0028,2023-12-14,Netflix,Entertainment,165.66,0
TXN005600,ACC0050,2023-11-16,Priceline,Healthcare,138.32,0
TXN005601,ACC0035,2023-04-09,Amazon AU,Shopping,442.38,0
TXN005602,ACC0029,2023-11-14,Myki,Transport,429.75,0
TXN005603,ACC0004,2023-07-22,Uber,Transport,402.97,0
TXN005604,ACC0027,2023-10-21,JB Hi-Fi,Shopping,440.63,0
TXN005605,ACC0007,2023-07-25,IGA,Groceries,70.54,0
TXN005606,ACC0047,2023-07-02,Event Cinemas,Entertainment,450.93,1
TXN005607,ACC0043,2023-05-23,Steam,Entertainment,168.62,0
TXN005608,ACC0049,2023-06-15,Optus,Utilities,167.25,0
TXN005609,ACC0012,2023-06-30,Nandos,Dining,54.44,0
TXN005610,ACC0001,2023-08-09,Nandos,Dining,140.93,0
TXN005611,ACC0034,2023-09-26,IGA,Groceries,225.97,0
TXN005612,ACC0019,2023-09-29,Amazon AU,Shopping,428.64,0
TXN005613,ACC0025,2023-07-02,Chemist Warehouse,Healthcare,40.29,0
TXN005614,ACC0012,2023-06-16,Menulog,Dining,57.72,0
TXN005615,ACC0033,2023-05-14,Menulog,Dining,39.01,0
TXN005616,ACC0013,2023-06-01,Optus,Utilities,7.44,0
TXN005617,ACC0002,2023-10-01,BP,Transport,499.07,1
TXN005618,ACC0003,2023-06-12,Origin Energy,Utilities,411.19,0
TXN005619,ACC0016,2023-08-20,Chemist Warehouse,Healthcare,14.84,0
TXN005620,ACC0020,2023-01-24,Spotify,Entertainment,441.54,0
TXN005621,ACC0033,2023-03-20,Target,Shopping,458.57,1
TXN005622,ACC0045,2023-02-01,Priceline,Healthcare,90.81,0
TXN005623,ACC0035,2023-10-04,McDonalds,Dining,307.67,0
TXN005624,ACC0018,2023-11-08,Myki,Transport,389.55,0
TXN005625,ACC0038,2023-04-19,Chemist Warehouse,Healthcare,138.21,0
TXN005626,ACC0039,2023-11-23,IGA,Groceries,37.78,0
TXN005627,ACC0009,2023-10-22,Steam,Entertainment,439.43,0
TXN005628,ACC0036,2023-06-22,Target,Shopping,495.07,1
TXN005629,ACC0040,2023-04-18,McDonalds,Dining,184.48,0
TXN005630,ACC0003,2023-06-02,McDonalds,Dining,162.3,0
TXN005631,ACC0025,2023-07-01,Spotify,Entertainment,377.99,0
TXN005632,ACC0001,2023-06-03,Amazon AU,Shopping,493.99,1
TXN005633,ACC0015,2023-09-13,Telstra,Utilities,321.91,0
TXN005634,ACC0022,2023-12-13,Telstra,Utilities,14.33,0
TXN005635,ACC0028,2023-03-13,AGL Energy,Utilities,330.64,0
TXN005636,ACC0010,2023-11-12,Coles,Groceries,129.23,0
TXN005637,ACC0023,2023-04-30,Chemist Warehouse,Healthcare,484.88,1
TXN005638,ACC0040,2023-06-20,Origin Energy,Utilities,262.69,0
TXN005639,ACC0020,2023-08-28,JB Hi-Fi,Shopping,99.65,0
TXN005640,ACC0048,2023-04-27,Myki,Transport,52.7,0
TXN005641,ACC0028,2023-08-30,Steam,Entertainment,146.42,0
TXN005642,ACC0008,2023-11-09,Event Cinemas,Entertainment,185.82,0
TXN005643,ACC0028,2023-02-04,Priceline,Healthcare,259.18,0
TXN005644,ACC0011,2023-12-18,Priceline,Healthcare,263.73,0
TXN005645,ACC0047,2023-09-14,Myki,Transport,263.38,0
TXN005646,ACC0026,2023-11-25,Shell,Transport,262.4,0
TXN005647,ACC0027,2023-05-22,Medibank,Healthcare,57.48,0
TXN005648,ACC0011,2023-11-28,Uber,Transport,384.39,0
TXN005649,ACC0036,2023-11-26,Netflix,Entertainment,183.49,0
TXN005650,ACC0031,2023-03-26,Event Cinemas,Entertainment,232.33,0
TXN005651,ACC0029,2023-02-20,Uber Eats,Dining,425.41,0
TXN005652,ACC0038,2023-07-16,Myki,Transport,204.41,0
TXN005653,ACC0034,2023-07-10,Myki,Transport,50.67,0
TXN005654,ACC0010,2023-08-28,JB Hi-Fi,Shopping,272.74,0
TXN005655,ACC0022,2023-07-15,Uber Eats,Dining,412.55,0
TXN005656,ACC0038,2023-08-01,Telstra,Utilities,313.31,0
TXN005657,ACC0016,2023-08-04,JB Hi-Fi,Shopping,464.29,1
TXN005658,ACC0031,2023-03-15,BP,Transport,113.93,0
TXN005659,ACC0038,2023-11-16,IGA,Groceries,253.78,0
TXN005660,ACC0044,2023-03-29,Coles,Groceries,117.86,0
TXN005661,ACC0049,2023-01-19,JB Hi-Fi,Shopping,355.67,0
TXN005662,ACC0046,2023-05-20,Event Cinemas,Entertainment,437.1,0
TXN005663,ACC0036,2023-01-29,Optus,Utilities,337.19,0
TXN005664,ACC0046,2023-08-17,Nandos,Dining,292.56,0
TXN005665,ACC0027,2023-11-18,McDonalds,Dining,396.58,0
TXN005666,ACC0034,2023-06-10,Event Cinemas,Entertainment,105.25,0
TXN005667,ACC0030,2023-08-20,Woolworths,Groceries,375.73,0
TXN005668,ACC0021,2023-06-30,AGL Energy,Utilities,293.68,0
TXN005669,ACC0024,2023-10-13,Netflix,Entertainment,292.61,0
TXN005670,ACC0036,2023-03-27,Optus,Utilities,205.47,0
TXN005671,ACC0027,2023-10-09,Shell,Transport,258.3,0
TXN005672,ACC0044,2023-03-21,Myki,Transport,479.94,1
TXN005673,ACC0038,2023-02-10,Steam,Entertainment,79.71,0
TXN005674,ACC0041,2023-04-03,Netflix,Entertainment,61.69,0
TXN005675,ACC0048,2023-11-20,JB Hi-Fi,Shopping,425.61,0
TXN005676,ACC0042,2023-03-21,Woolworths,Groceries,464.56,1
TXN005677,ACC0007,2023-12-02,Amazon AU,Shopping,393.15,0
TXN005678,ACC0032,2023-01-14,Origin Energy,Utilities,326.18,0
TXN005679,ACC0039,2023-07-18,IGA,Groceries,359.06,0
TXN005680,ACC0009,2023-01-25,Woolworths,Groceries,230.07,0
TXN005681,ACC0010,2023-03-17,BP,Transport,296.79,0
TXN005682,ACC0046,2023-04-25,Spotify,Entertainment,141.08,0
TXN005683,ACC0030,2023-12-05,Optus,Utilities,155.38,0
TXN005684,ACC0032,2023-06-11,Coles,Groceries,26.9,0
TXN005685,ACC0034,2023-09-19,Nandos,Dining,309.02,0
TXN005686,ACC0045,2023-04-08,Kmart,Shopping,172.47,0
TXN005687,ACC0048,2023-09-07,Netflix,Entertainment,223.92,0
TXN005688,ACC0014,2023-12-03,Coles,Groceries,449.9,0
TXN005689,ACC0003,2023-06-18,Aldi,Groceries,173.43,0
TXN005690,ACC0003,2023-08-14,Priceline,Healthcare,339.68,0
TXN005691,ACC0031,2023-11-26,Uber Eats,Dining,51.34,0
TXN005692,ACC0018,2023-09-22,Origin Energy,Utilities,140.55,0
TXN005693,ACC0033,2023-06-09,McDonalds,Dining,186.98,0
TXN005694,ACC0020,2023-02-23,Origin Energy,Utilities,486.07,1
TXN005695,ACC0042,2023-09-05,Aldi,Groceries,475.73,1
TXN005696,ACC0042,2023-03-20,Chemist Warehouse,Healthcare,468.42,1
TXN005697,ACC0035,2023-01-26,Target,Shopping,103.23,0
TXN005698,ACC0026,2023-06-16,Netflix,Entertainment,315.75,0
TXN005699,ACC0029,2023-01-20,JB Hi-Fi,Shopping,293.48,0
TXN005700,ACC0004,2023-11-13,Amazon AU,Shopping,225.97,0
TXN005701,ACC0020,2023-04-29,Kmart,Shopping,321.21,0
TXN005702,ACC0019,2023-07-02,Target,Shopping,216.04,0
TXN005703,ACC0019,2023-08-31,Nandos,Dining,289.38,0
TXN005704,ACC0028,2023-08-05,Coles,Groceries,364.19,0
TXN005705,ACC0009,2023-02-03,McDonalds,Dining,218.84,0
TXN005706,ACC0032,2023-09-03,Telstra,Utilities,113.22,0
TXN005707,ACC0032,2023-03-02,Origin Energy,Utilities,180.76,0
TXN005708,ACC0039,2023-12-28,Nandos,Dining,458.91,1
TXN005709,ACC0015,2023-03-17,Medibank,Healthcare,332.96,0
TXN005710,ACC0014,2023-10-14,IGA,Groceries,388.14,0
TXN005711,ACC0006,2023-03-11,Chemist Warehouse,Healthcare,284.64,0
TXN005712,ACC0042,2023-12-28,Menulog,Dining,332.63,0
TXN005713,ACC0006,2023-04-27,Uber,Transport,91.65,0
TXN005714,ACC0041,2023-02-05,Event Cinemas,Entertainment,277.25,0
TXN005715,ACC0028,2023-10-03,Priceline,Healthcare,127.48,0
TXN005716,ACC0014,2023-01-13,Amazon AU,Shopping,473.63,1
TXN005717,ACC0046,2023-07-16,Menulog,Dining,424.05,0
TXN005718,ACC0023,2023-04-01,Nandos,Dining,364.94,0
TXN005719,ACC0019,2023-10-21,Medibank,Healthcare,181.58,0
TXN005720,ACC0048,2023-11-18,Chemist Warehouse,Healthcare,246.09,0
TXN005721,ACC0001,2023-08-06,AGL Energy,Utilities,36.5,0
TXN005722,ACC0005,2023-03-24,McDonalds,Dining,449.29,0
TXN005723,ACC0005,2023-07-27,AGL Energy,Utilities,284.45,0
TXN005724,ACC0049,2023-02-20,Priceline,Healthcare,117.82,0
TXN005725,ACC0045,2023-12-08,Menulog,Dining,242.36,0
TXN005726,ACC0032,2023-10-15,Aldi,Groceries,105.68,0
TXN005727,ACC0009,2023-05-28,Amazon AU,Shopping,17.79,0
TXN005728,ACC0043,2023-10-02,Origin Energy,Utilities,205.51,0
TXN005729,ACC0002,2023-04-14,Chemist Warehouse,Healthcare,386.47,0
TXN005730,ACC0041,2023-08-06,Kmart,Shopping,481.06,1
TXN005731,ACC0038,2023-10-22,McDonalds,Dining,364.37,0
TXN005732,ACC0013,2023-03-01,Spotify,Entertainment,281.13,0
TXN005733,ACC0039,2023-08-20,Steam,Entertainment,232.54,0
TXN005734,ACC0005,2023-08-01,Priceline,Healthcare,209.86,0
TXN005735,ACC0016,2023-06-10,Coles,Groceries,374.57,0
TXN005736,ACC0009,2023-01-17,Uber Eats,Dining,71.54,0
TXN005737,ACC0035,2023-05-18,Uber,Transport,308.79,0
TXN005738,ACC0028,2023-04-17,Woolworths,Groceries,363.97,0
TXN005739,ACC0040,2023-08-04,Origin Energy,Utilities,246.67,0
TXN005740,ACC0029,2023-02-18,Chemist Warehouse,Healthcare,239.8,0
TXN005741,ACC0020,2023-06-17,AGL Energy,Utilities,79.11,0
TXN005742,ACC0002,2023-03-03,Nandos,Dining,140.8,0
TXN005743,ACC0023,2023-04-19,Origin Energy,Utilities,126.43,0
TXN005744,ACC0024,2023-06-05,IGA,Groceries,426.48,0
TXN005745,ACC0025,2023-03-13,Event Cinemas,Entertainment,434.93,0
TXN005746,ACC0016,2023-02-26,JB Hi-Fi,Shopping,277.04,0
TXN005747,ACC0037,2023-07-14,Spotify,Entertainment,113.0,0
TXN005748,ACC0040,2023-11-26,Telstra,Utilities,193.79,0
TXN005749,ACC0011,2023-07-02,Priceline,Healthcare,293.41,0
TXN005750,ACC0025,2023-09-06,Chemist Warehouse,Healthcare,344.23,0
TXN005751,ACC0003,2023-02-17,Target,Shopping,152.82,0
TXN005752,ACC0012,2023-10-08,Coles,Groceries,165.07,0
TXN005753,ACC0047,2023-06-25,Priceline,Healthcare,36.46,0
TXN005754,ACC0017,2023-05-28,Shell,Transport,463.05,1
TXN005755,ACC0035,2023-09-04,Optus,Utilities,74.64,0
TXN005756,ACC0031,2023-10-21,Origin Energy,Utilities,5.39,0
TXN005757,ACC0024,2023-04-30,Kmart,Shopping,37.72,0
TXN005758,ACC0044,2023-12-23,Nandos,Dining,46.43,0
TXN005759,ACC0010,2023-10-25,Event Cinemas,Entertainment,415.58,0
TXN005760,ACC0038,2023-02-28,McDonalds,Dining,134.05,0
TXN005761,ACC0014,2023-10-29,Steam,Entertainment,412.83,0
TXN005762,ACC0001,2023-12-19,Coles,Groceries,9.0,0
TXN005763,ACC0032,2023-05-27,Telstra,Utilities,125.71,0
TXN005764,ACC0013,2023-08-06,Priceline,Healthcare,51.91,0
TXN005765,ACC0007,2023-09-15,Aldi,Groceries,30.54,0
TXN005766,ACC0016,2023-10-02,Medibank,Healthcare,242.81,0
TXN005767,ACC0021,2023-04-16,Aldi,Groceries,293.24,0
TXN005768,ACC0031,2023-05-09,Woolworths,Groceries,118.28,0
TXN005769,ACC0001,2023-03-29,Optus,Utilities,317.5,0
TXN005770,ACC0003,2023-10-08,Netflix,Entertainment,230.77,0
TXN005771,ACC0028,2023-11-20,Optus,Utilities,264.63,0
TXN005772,ACC0004,2023-06-19,Uber Eats,Dining,381.69,0
TXN005773,ACC0038,2023-03-15,Netflix,Entertainment,432.54,0
TXN005774,ACC0047,2023-05-06,Chemist Warehouse,Healthcare,462.63,1
TXN005775,ACC0048,2023-05-15,Aldi,Groceries,93.71,0
TXN005776,ACC0012,2023-07-26,Myki,Transport,21.45,0
TXN005777,ACC0028,2023-04-05,Myki,Transport,479.67,1
TXN005778,ACC0022,2023-11-28,Target,Shopping,347.23,0
TXN005779,ACC0009,2023-12-12,Chemist Warehouse,Healthcare,166.59,0
TXN005780,ACC0010,2023-02-18,Shell,Transport,52.44,0
TXN005781,ACC0007,2023-07-29,IGA,Groceries,242.8,0
TXN005782,ACC0038,2023-05-12,McDonalds,Dining,163.28,0
TXN005783,ACC0026,2023-01-10,Origin Energy,Utilities,52.25,0
TXN005784,ACC0034,2023-04-16,Spotify,Entertainment,425.16,0
TXN005785,ACC0018,2023-03-11,Uber,Transport,427.18,0
TXN005786,ACC0038,2023-06-13,Woolworths,Groceries,119.89,0
TXN005787,ACC0024,2023-12-07,Uber,Transport,92.17,0
TXN005788,ACC0043,2023-12-02,Spotify,Entertainment,18.63,0
TXN005789,ACC0008,2023-01-24,Medibank,Healthcare,425.92,0
TXN005790,ACC0014,2023-05-12,Kmart,Shopping,269.42,0
TXN005791,ACC0012,2023-04-09,Myki,Transport,117.77,0
TXN005792,ACC0008,2023-09-22,Uber Eats,Dining,192.52,0
TXN005793,ACC0039,2023-03-23,Kmart,Shopping,125.41,0
TXN005794,ACC0022,2023-07-30,Menulog,Dining,341.24,0
TXN005795,ACC0026,2023-06-05,Uber,Transport,96.91,0
TXN005796,ACC0001,2023-11-09,Menulog,Dining,224.15,0
TXN005797,ACC0028,2023-10-26,Shell,Transport,258.44,0
TXN005798,ACC0047,2023-03-31,Shell,Transport,373.98,0
TXN005799,ACC0030,2023-05-07,Target,Shopping,221.45,0
TXN005800,ACC0016,2023-08-31,Medibank,Healthcare,314.43,0
TXN005801,ACC0015,2023-04-01,Menulog,Dining,312.81,0
TXN005802,ACC0012,2023-02-17,Nandos,Dining,170.63,0
TXN005803,ACC0037,2023-07-09,Steam,Entertainment,407.97,0
TXN005804,ACC0025,2023-05-17,JB Hi-Fi,Shopping,246.52,0
TXN005805,ACC0033,2023-05-07,Shell,Transport,436.81,0
TXN005806,ACC0018,2023-08-02,IGA,Groceries,153.57,0
TXN005807,ACC0038,2023-04-23,Event Cinemas,Entertainment,128.36,0
TXN005808,ACC0029,2023-03-23,Priceline,Healthcare,147.83,0
TXN005809,ACC0021,2023-07-21,Target,Shopping,219.98,0
TXN005810,ACC0038,2023-06-23,Chemist Warehouse,Healthcare,108.15,0
TXN005811,ACC0009,2023-12-25,Medibank,Healthcare,463.34,1
TXN005812,ACC0013,2023-05-08,Target,Shopping,81.28,0
TXN005813,ACC0010,2023-09-10,Priceline,Healthcare,462.27,1
TXN005814,ACC0011,2023-06-23,McDonalds,Dining,240.04,0
TXN005815,ACC0027,2023-11-27,Priceline,Healthcare,350.43,0
TXN005816,ACC0043,2023-06-15,Uber,Transport,139.37,0
TXN005817,ACC0048,2023-10-08,Nandos,Dining,167.62,0
TXN005818,ACC0027,2023-12-09,Spotify,Entertainment,290.99,0
TXN005819,ACC0010,2023-07-21,JB Hi-Fi,Shopping,366.71,0
TXN005820,ACC0040,2023-10-30,Nandos,Dining,321.26,0
TXN005821,ACC0015,2023-08-01,AGL Energy,Utilities,52.61,0
TXN005822,ACC0033,2023-02-12,Medibank,Healthcare,55.25,0
TXN005823,ACC0002,2023-12-22,Chemist Warehouse,Healthcare,233.64,0
TXN005824,ACC0031,2023-09-12,Myki,Transport,404.17,0
TXN005825,ACC0011,2023-01-31,BP,Transport,238.41,0
TXN005826,ACC0040,2023-02-18,JB Hi-Fi,Shopping,140.57,0
TXN005827,ACC0002,2023-10-11,Steam,Entertainment,452.4,1
TXN005828,ACC0037,2023-07-17,Origin Energy,Utilities,367.3,0
TXN005829,ACC0019,2023-03-09,Myki,Transport,489.71,1
TXN005830,ACC0050,2023-10-31,Spotify,Entertainment,385.27,0
TXN005831,ACC0018,2023-04-05,Steam,Entertainment,165.04,0
TXN005832,ACC0041,2023-10-24,Kmart,Shopping,495.79,1
TXN005833,ACC0049,2023-12-26,BP,Transport,151.79,0
TXN005834,ACC0030,2023-04-08,Spotify,Entertainment,300.93,0
TXN005835,ACC0037,2023-01-06,Shell,Transport,111.54,0
TXN005836,ACC0042,2023-12-08,McDonalds,Dining,59.37,0
TXN005837,ACC0006,2023-05-30,Steam,Entertainment,285.74,0
TXN005838,ACC0002,2023-08-20,Optus,Utilities,494.84,1
TXN005839,ACC0039,2023-04-22,Spotify,Entertainment,167.68,0
TXN005840,ACC0007,2023-02-23,Woolworths,Groceries,478.19,1
TXN005841,ACC0026,2023-10-20,Shell,Transport,18.63,0
TXN005842,ACC0047,2023-10-18,Kmart,Shopping,302.81,0
TXN005843,ACC0015,2023-02-11,AGL Energy,Utilities,101.37,0
TXN005844,ACC0043,2023-04-21,Menulog,Dining,240.74,0
TXN005845,ACC0044,2023-12-03,Steam,Entertainment,401.05,0
TXN005846,ACC0037,2023-05-25,McDonalds,Dining,27.57,0
TXN005847,ACC0005,2023-02-15,Telstra,Utilities,365.54,0
TXN005848,ACC0003,2023-09-10,Amazon AU,Shopping,302.25,0
TXN005849,ACC0026,2023-10-06,Aldi,Groceries,50.11,0
TXN005850,ACC0038,2023-10-24,Aldi,Groceries,328.95,0
TXN005851,ACC0004,2023-02-12,Medibank,Healthcare,386.97,0
TXN005852,ACC0011,2023-12-02,Target,Shopping,449.98,0
TXN005853,ACC0027,2023-09-29,Coles,Groceries,283.1,0
TXN005854,ACC0035,2023-03-02,Amazon AU,Shopping,205.08,0
TXN005855,ACC0016,2023-11-14,Woolworths,Groceries,303.1,0
TXN005856,ACC0050,2023-03-04,Uber Eats,Dining,477.61,1
TXN005857,ACC0022,2023-09-14,Shell,Transport,448.18,0
TXN005858,ACC0014,2023-03-21,Menulog,Dining,498.22,1
TXN005859,ACC0045,2023-02-08,Uber Eats,Dining,215.61,0
TXN005860,ACC0038,2023-09-06,Netflix,Entertainment,419.48,0
TXN005861,ACC0006,2023-10-06,Coles,Groceries,194.17,0
TXN005862,ACC0006,2023-02-20,Nandos,Dining,428.33,0
TXN005863,ACC0009,2023-03-01,Amazon AU,Shopping,105.62,0
TXN005864,ACC0002,2023-10-26,JB Hi-Fi,Shopping,342.51,0
TXN005865,ACC0001,2023-08-26,Shell,Transport,336.16,0
TXN005866,ACC0009,2023-05-29,Myki,Transport,50.55,0
TXN005867,ACC0009,2023-11-20,Amazon AU,Shopping,153.04,0
TXN005868,ACC0028,2023-11-08,Netflix,Entertainment,110.5,0
TXN005869,ACC0028,2023-09-09,Event Cinemas,Entertainment,193.38,0
TXN005870,ACC0006,2023-05-03,Myki,Transport,279.28,0
TXN005871,ACC0008,2023-06-04,IGA,Groceries,309.26,0
TXN005872,ACC0019,2023-03-04,Priceline,Healthcare,392.32,0
